ticket,time_setup,type,state,volume_initial,volume_current,price_open,sl,tp,symbol,comment
128790389,2026-02-17 20:16:06,1,4,0.1,0.0,73.247,0.0,0.0,XAGUSD.p,[tp 73.247]
128835461,2026-02-17 20:45:00,1,4,0.1,0.0,0.0,0.0,0.0,XAGUSD.p,E15/TP8/Mbd1/Tstop5/Recv2
128896143,2026-02-17 22:02:28,0,4,0.1,0.0,73.418,0.0,0.0,XAGUSD.p,[tp 73.418]
128990518,2026-02-18 01:30:00,1,4,0.1,0.0,0.0,0.0,0.0,XAGUSD.p,E15/TP8/Mbd1/Tstop5/Recv2
128993507,2026-02-18 01:34:04,0,4,0.1,0.0,73.353,0.0,0.0,XAGUSD.p,[tp 73.353]
129026139,2026-02-18 02:15:00,0,4,0.1,0.0,0.0,0.0,0.0,XAGUSD.p,E15/TP8/Mbd1/Tstop5/Recv1
129027667,2026-02-18 02:16:55,1,4,0.1,0.0,72.725,0.0,0.0,XAGUSD.p,[tp 72.725]
129057938,2026-02-18 02:55:00,0,4,0.1,0.0,0.0,0.0,0.0,XAGUSD.p,M5/E15/TP8/Mbd2/Tstop4/Recv1
129066669,2026-02-18 03:03:08,1,4,0.1,0.0,72.954,0.0,0.0,XAGUSD.p,[tp 72.954]
129068563,2026-02-18 03:05:00,0,4,0.1,0.0,0.0,0.0,0.0,XAGUSD.p,M5/E15/TP8/Mbd2/Tstop4/Recv1
129070392,2026-02-18 03:08:22,1,4,0.1,0.0,72.869,0.0,0.0,XAGUSD.p,[tp 72.869]
129083166,2026-02-18 03:25:00,1,4,0.1,0.0,0.0,0.0,0.0,XAGUSD.p,M5/E15/TP8/Mbd2/Tstop4/Recv1
129155172,2026-02-18 05:20:01,1,4,0.1,0.0,0.0,0.0,0.0,XAGUSD.p,M5/E15/TP8/Mbd2/Tstop4/Recv1
129165521,2026-02-18 05:45:33,1,4,0.2,0.0,0.0,0.0,0.0,XAGUSD.p,M5/E15/TP8/Mbd2/Tstop4/Recv1
129179121,2026-02-18 06:15:00,1,4,0.4,0.0,0.0,0.0,0.0,XAGUSD.p,M5/E15/TP8/Mbd2/Tstop4/Recv1
129179188,2026-02-18 06:15:05,0,4,0.4,0.0,0.0,0.0,0.0,XAGUSD.p,from #129179121
129179190,2026-02-18 06:15:05,0,4,0.2,0.0,0.0,0.0,0.0,XAGUSD.p,from #129165521
129179192,2026-02-18 06:15:05,0,4,0.1,0.0,0.0,0.0,0.0,XAGUSD.p,from #129155172
129179195,2026-02-18 06:15:06,0,4,0.1,0.0,0.0,0.0,0.0,XAGUSD.p,from #129083166
129181226,2026-02-18 06:20:01,1,4,0.1,0.0,0.0,0.0,0.0,XAGUSD.p,M5/E15/TP8/Mbd2/Tstop4/Recv1
129185515,2026-02-18 06:30:00,1,4,0.1,0.0,0.0,0.0,0.0,XAGUSD.p,M5/E15/TP8/Mbd2/Tstop4/Recv1
129235768,2026-02-18 08:45:00,0,4,0.1,0.0,0.0,0.0,0.0,USOUSD.p,M5/E15/TP8/Mbd2/Tstop4/Recv2
129238806,2026-02-18 08:50:31,1,4,0.1,0.0,62.641,0.0,0.0,USOUSD.p,[tp 62.641]
129239864,2026-02-18 08:55:04,1,4,0.1,0.0,0.0,0.0,0.0,USOUSD.p,M5/E15/TP8/Mbd2/Tstop4/Recv2
129260214,2026-02-18 09:35:07,0,4,0.1,0.0,62.481,0.0,0.0,USOUSD.p,[tp 62.481]
129377797,2026-02-18 13:10:02,1,4,0.1,0.0,0.0,0.0,0.0,USOUSD.p,M5/E15/TP8/Mbd2/Tstop4/Recv2
129417676,2026-02-18 14:15:01,1,4,0.1,0.0,0.0,0.0,0.0,USOUSD.p,M5/E15/TP8/Mbd2/Tstop4/Recv2
129489739,2026-02-18 15:36:26,0,4,0.1,0.0,0.0,0.0,0.0,XAGUSD.p,from #129185515
129489740,2026-02-18 15:36:26,0,4,0.1,0.0,0.0,0.0,0.0,XAGUSD.p,from #129181226
129502831,2026-02-18 15:45:00,1,4,0.1,0.0,0.0,0.0,0.0,XAGUSD.p,M5/E15/TP8/Mbd2/Tstop4/Recv1
129507701,2026-02-18 15:48:56,0,4,0.1,0.0,76.57,0.0,0.0,XAGUSD.p,[tp 76.570]
129508752,2026-02-18 15:50:00,1,4,0.1,0.0,0.0,0.0,0.0,XAGUSD.p,M5/E15/TP8/Mbd2/Tstop4/Recv1
129512732,2026-02-18 15:54:10,0,4,0.1,0.0,76.492,0.0,0.0,XAGUSD.p,[tp 76.492]
129513375,2026-02-18 15:55:01,1,4,0.1,0.0,0.0,0.0,0.0,XAGUSD.p,M5/E15/TP8/Mbd2/Tstop4/Recv1
129568992,2026-02-18 16:40:00,1,4,0.1,0.0,0.0,0.0,0.0,XAGUSD.p,M5/E15/TP8/Mbd2/Tstop4/Recv1
129608651,2026-02-18 17:05:00,1,4,0.2,0.0,0.0,0.0,0.0,XAGUSD.p,M5/E15/TP8/Mbd2/Tstop4/Recv1
129643452,2026-02-18 17:34:57,0,4,0.02,0.0,0.0,0.0,0.0,GBPAUD.p,M5/E15/TP8/Mbd2/Tstop4/Recv2
129650040,2026-02-18 17:42:14,1,4,0.02,0.0,1.91658,0.0,0.0,GBPAUD.p,[tp 1.91658]
129650041,2026-02-18 17:42:14,0,4,0.5,0.0,0.0,0.0,0.0,GBPAUD.p,M5/E15/TP8/Mbd2/Tstop4/Recv2
129660008,2026-02-18 17:55:00,1,4,0.5,0.0,0.0,0.0,0.0,GBPJPY.p,M5/E15/TP8/Mbd2/Tstop4/Recv2
129660022,2026-02-18 17:55:00,1,4,0.5,0.0,0.0,0.0,0.0,AUDJPY.p,M5/E15/TP8/Mbd2/Tstop4/Recv2
129713953,2026-02-18 19:15:00,1,4,0.2,0.0,0.0,0.0,0.0,USOUSD.p,M5/E15/TP8/Mbd2/Tstop4/Recv2
129725841,2026-02-18 19:40:23,0,4,0.5,0.0,208.946,0.0,0.0,GBPJPY.p,[tp 208.946]
129735985,2026-02-18 20:05:02,1,4,0.4,0.0,0.0,0.0,0.0,USOUSD.p,M5/E15/TP8/Mbd2/Tstop4/Recv2
129752982,2026-02-18 20:31:31,0,4,0.1,0.0,77.347,0.0,0.0,XAGUSD.p,[tp 77.347]
129752983,2026-02-18 20:31:31,0,4,0.1,0.0,77.347,0.0,0.0,XAGUSD.p,[tp 77.347]
129752984,2026-02-18 20:31:31,0,4,0.2,0.0,77.356,0.0,0.0,XAGUSD.p,[tp 77.356]
129768412,2026-02-18 20:50:00,0,4,0.1,0.0,0.0,0.0,0.0,XAGUSD.p,M5/E15/TP8/Mbd2/Tstop4/Recv1
129774196,2026-02-18 21:01:00,1,4,0.1,0.0,77.347,0.0,0.0,XAGUSD.p,[tp 77.347]
129775695,2026-02-18 21:03:21,0,4,0.5,0.0,109.019,0.0,0.0,AUDJPY.p,[tp 109.019]
129777406,2026-02-18 21:05:00,1,4,0.5,0.0,0.0,0.0,0.0,GBPJPY.p,M5/E15/TP8/Mbd2/Tstop4/Recv2
129777417,2026-02-18 21:05:00,0,4,0.1,0.0,0.0,0.0,0.0,XAGUSD.p,M5/E15/TP8/Mbd2/Tstop4/Recv1
129780622,2026-02-18 21:10:00,0,4,0.5,0.0,0.0,0.0,0.0,AUDJPY.p,M5/E15/TP8/Mbd2/Tstop4/Recv2
129794335,2026-02-18 21:30:00,0,4,0.1,0.0,0.0,0.0,0.0,XAGUSD.p,M5/E15/TP8/Mbd2/Tstop4/Recv1
129796039,2026-02-18 21:31:34,0,4,0.2,0.0,0.0,0.0,0.0,XAGUSD.p,M5/E15/TP8/Mbd2/Tstop4/Recv1
129796087,2026-02-18 21:31:37,1,4,0.5,0.0,1.91747,0.0,0.0,GBPAUD.p,[tp 1.91747]
129814165,2026-02-18 22:00:00,1,4,0.5,0.0,0.0,0.0,0.0,GBPAUD.p,M5/E15/TP8/Mbd2/Tstop4/Recv2
129826929,2026-02-18 22:25:12,1,4,0.1,0.0,76.901,0.0,0.0,XAGUSD.p,[tp 76.901]
129826930,2026-02-18 22:25:12,1,4,0.1,0.0,76.901,0.0,0.0,XAGUSD.p,[tp 76.901]
129826931,2026-02-18 22:25:12,1,4,0.2,0.0,76.901,0.0,0.0,XAGUSD.p,[tp 76.901]
129835637,2026-02-18 22:40:00,1,4,0.1,0.0,0.0,0.0,0.0,XAGUSD.p,M5/E15/TP8/Mbd2/Tstop4/Recv1
129840654,2026-02-18 22:49:58,0,4,0.5,0.0,1.91731,0.0,0.0,GBPAUD.p,[tp 1.91731]
129907794,2026-02-19 02:01:40,0,4,0.5,0.0,208.738,0.0,0.0,GBPJPY.p,[tp 208.738]
129908785,2026-02-19 02:02:36,0,4,0.1,0.0,76.989,0.0,0.0,XAGUSD.p,[tp 76.989]
129908901,2026-02-19 02:02:37,0,4,0.1,0.0,0.0,0.0,0.0,XAGUSD.p,M5/E15/TP8/Mbd2/Tstop4/Recv1
129913532,2026-02-19 02:09:12,1,4,0.5,0.0,0.0,0.0,0.0,AUDJPY.p,
129913554,2026-02-19 02:09:13,0,4,0.1,0.0,0.0,0.0,0.0,USOUSD.p,
129913571,2026-02-19 02:09:15,0,4,0.1,0.0,0.0,0.0,0.0,USOUSD.p,
129913575,2026-02-19 02:09:15,0,4,0.2,0.0,0.0,0.0,0.0,USOUSD.p,
129913588,2026-02-19 02:09:16,0,4,0.4,0.0,0.0,0.0,0.0,USOUSD.p,
129913592,2026-02-19 02:09:17,1,4,0.1,0.0,0.0,0.0,0.0,XAGUSD.p,
129922754,2026-02-19 02:30:00,1,4,1.0,0.0,0.0,0.0,0.0,GBPAUD.p,E25/TP8/Tsto4/Tste2/Recv2
129923476,2026-02-19 02:30:44,0,4,1.0,0.0,1.9135900000000001,0.0,0.0,GBPAUD.p,[tp 1.91359]
129925530,2026-02-19 02:35:00,0,4,0.1,0.0,0.0,0.0,0.0,XAGUSD.p,E25/TP8/Tsto4/Tste2/Recv2
129925536,2026-02-19 02:35:00,0,4,1.0,0.0,0.0,0.0,0.0,GBPAUD.p,E25/TP8/Tsto4/Tste2/Recv2
129926813,2026-02-19 02:37:00,1,4,1.0,0.0,1.9156300000000002,0.0,0.0,GBPAUD.p,[tp 1.91563]
129928499,2026-02-19 02:40:00,1,4,1.0,0.0,0.0,0.0,0.0,AUDJPY.p,E25/TP8/Tsto4/Tste2/Recv2
129928540,2026-02-19 02:40:00,0,4,1.0,0.0,0.0,0.0,0.0,GBPAUD.p,E25/TP8/Tsto4/Tste2/Recv2
129945250,2026-02-19 03:15:00,1,4,1.0,0.0,0.0,0.0,0.0,EURCAD.p,E25/TP8/Tsto4/Tste2/Recv2
129955897,2026-02-19 03:45:00,0,4,1.0,0.0,0.0,0.0,0.0,GBPAUD.p,E25/TP8/Tsto4/Tste2/Recv2
129955902,2026-02-19 03:45:00,1,4,1.0,0.0,0.0,0.0,0.0,GBPJPY.p,E25/TP8/Tsto4/Tste2/Recv2
129958023,2026-02-19 03:51:12,1,4,0.1,0.0,77.11,0.0,0.0,XAGUSD.p,[tp 77.110]
129968564,2026-02-19 04:15:00,1,4,0.1,0.0,0.0,0.0,0.0,XAGUSD.p,E25/TP8/Tsto4/Tste2/Recv2
129970438,2026-02-19 04:16:35,0,4,0.1,0.0,77.113,0.0,0.0,XAGUSD.p,[tp 77.113]
129972034,2026-02-19 04:20:00,1,4,0.1,0.0,0.0,0.0,0.0,XAGUSD.p,E25/TP8/Tsto4/Tste2/Recv2
129972045,2026-02-19 04:20:00,1,4,0.5,0.0,0.0,0.0,0.0,USOUSD.p,E25/TP8/Tsto4/Tste2/Recv2
129972454,2026-02-19 04:21:10,0,4,1.0,0.0,208.922,0.0,0.0,GBPJPY.p,[tp 208.922]
129972486,2026-02-19 04:21:10,1,4,1.0,0.0,0.0,0.0,0.0,GBPJPY.p,E25/TP8/Tsto4/Tste2/Recv2
130002522,2026-02-19 05:45:00,1,4,0.1,0.0,0.0,0.0,0.0,XAGUSD.p,E25/TP8/Tsto4/Tste2/Recv2
130078884,2026-02-19 08:35:00,1,4,0.2,0.0,0.0,0.0,0.0,XAGUSD.p,E25/TP8/Tsto4/Tste2/Recv2
130097326,2026-02-19 09:14:16,0,4,1.0,0.0,1.61389,0.0,0.0,EURCAD.p,[tp 1.61389]
130100823,2026-02-19 09:26:50,0,4,0.2,0.0,0.0,0.0,0.0,XAGUSD.p,from #130078884
130100825,2026-02-19 09:26:50,0,4,0.1,0.0,0.0,0.0,0.0,XAGUSD.p,from #130002522
130100828,2026-02-19 09:26:51,0,4,0.1,0.0,0.0,0.0,0.0,XAGUSD.p,from #129972034
130102737,2026-02-19 09:35:00,1,4,0.1,0.0,0.0,0.0,0.0,XAGUSD.p,E25/TP8/Tsto4/Tste2/Recv2
130109332,2026-02-19 09:56:34,0,4,0.1,0.0,78.972,0.0,0.0,XAGUSD.p,[tp 78.972]
130109333,2026-02-19 09:56:34,1,4,0.1,0.0,0.0,0.0,0.0,XAGUSD.p,E25/TP8/Tsto4/Tste2/Recv2
130112449,2026-02-19 10:02:14,0,4,0.1,0.0,78.771,0.0,0.0,XAGUSD.p,[tp 78.771]
130112452,2026-02-19 10:02:15,1,4,0.1,0.0,0.0,0.0,0.0,XAGUSD.p,E25/TP8/Tsto4/Tste2/Recv2
130126044,2026-02-19 10:35:05,1,4,0.5,0.0,0.0,0.0,0.0,USOUSD.p,E25/TP8/Tsto4/Tste2/Recv2
130159160,2026-02-19 11:36:43,0,4,0.1,0.0,78.588,0.0,0.0,XAGUSD.p,[tp 78.588]
130159174,2026-02-19 11:36:44,0,4,0.1,0.0,0.0,0.0,0.0,XAGUSD.p,E25/TP8/Tsto4/Tste2/Recv2
130162769,2026-02-19 11:42:58,1,4,0.1,0.0,78.68,0.0,0.0,XAGUSD.p,[tp 78.680]
130163752,2026-02-19 11:45:00,0,4,0.1,0.0,0.0,0.0,0.0,XAGUSD.p,E25/TP8/Tsto4/Tste2/Recv2
130188636,2026-02-19 12:30:37,0,4,1.0,0.0,208.786,0.0,0.0,GBPJPY.p,[tp 208.786]
130195108,2026-02-19 12:40:00,0,4,1.0,0.0,0.0,0.0,0.0,GBPJPY.p,E25/TP8/Tsto4/Tste2/Recv2
130219375,2026-02-19 13:30:00,0,4,1.0,0.0,0.0,0.0,0.0,GBPJPY.p,E25/TP8/Tsto4/Tste2/Recv2
130228786,2026-02-19 13:50:36,0,4,1.0,0.0,108.921,0.0,0.0,AUDJPY.p,[tp 108.921]
130232763,2026-02-19 13:55:00,0,4,0.1,0.0,0.0,0.0,0.0,XAGUSD.p,E25/TP8/Tsto4/Tste2/Recv2
130234430,2026-02-19 13:59:35,0,4,0.2,0.0,0.0,0.0,0.0,XAGUSD.p,E25/TP8/Tsto4/Tste2/Recv2
130234671,2026-02-19 14:00:00,0,4,1.0,0.0,0.0,0.0,0.0,AUDJPY.p,E25/TP8/Tsto4/Tste2/Recv2
130234716,2026-02-19 14:00:00,0,4,1.0,0.0,0.0,0.0,0.0,EURCAD.p,E25/TP8/Tsto4/Tste2/Recv2
130249067,2026-02-19 14:27:46,1,4,1.0,0.0,109.036,0.0,0.0,AUDJPY.p,[tp 109.036]
130249068,2026-02-19 14:27:46,0,4,1.0,0.0,0.0,0.0,0.0,AUDJPY.p,E25/TP8/Tsto4/Tste2/Recv2
130252448,2026-02-19 14:35:15,1,4,1.0,0.0,109.127,0.0,0.0,AUDJPY.p,[tp 109.127]
130252450,2026-02-19 14:35:15,0,4,1.0,0.0,0.0,0.0,0.0,AUDJPY.p,E25/TP8/Tsto4/Tste2/Recv2
130261286,2026-02-19 14:53:05,1,4,0.1,0.0,78.24,0.0,0.0,XAGUSD.p,[tp 78.240]
130261287,2026-02-19 14:53:05,1,4,0.1,0.0,78.24,0.0,0.0,XAGUSD.p,[tp 78.240]
130261288,2026-02-19 14:53:05,1,4,0.2,0.0,78.235,0.0,0.0,XAGUSD.p,[tp 78.235]
130273187,2026-02-19 15:10:00,0,4,0.1,0.0,0.0,0.0,0.0,XAGUSD.p,E25/TP8/Tsto4/Tste2/Recv2
130280226,2026-02-19 15:22:00,1,4,0.1,0.0,77.948,0.0,0.0,XAGUSD.p,[tp 77.948]
130282147,2026-02-19 15:25:00,0,4,0.1,0.0,0.0,0.0,0.0,XAGUSD.p,E25/TP8/Tsto4/Tste2/Recv2
130292252,2026-02-19 15:36:34,1,4,0.1,0.0,78.17,0.0,0.0,XAGUSD.p,[tp 78.170]
130292614,2026-02-19 15:36:58,1,4,1.0,0.0,109.219,0.0,0.0,AUDJPY.p,[tp 109.219]
130300347,2026-02-19 15:44:34,1,4,1.0,0.0,0.0,0.0,0.0,EURCAD.p,
130300353,2026-02-19 15:44:35,1,4,1.0,0.0,0.0,0.0,0.0,GBPAUD.p,
130300359,2026-02-19 15:44:35,1,4,1.0,0.0,0.0,0.0,0.0,GBPAUD.p,
130300363,2026-02-19 15:44:35,1,4,1.0,0.0,0.0,0.0,0.0,GBPJPY.p,
130300370,2026-02-19 15:44:36,1,4,1.0,0.0,0.0,0.0,0.0,GBPJPY.p,
130300374,2026-02-19 15:44:36,0,4,0.5,0.0,0.0,0.0,0.0,USOUSD.p,
130300393,2026-02-19 15:44:38,0,4,0.5,0.0,0.0,0.0,0.0,USOUSD.p,
130324144,2026-02-19 16:15:00,0,4,1.0,0.0,0.0,0.0,0.0,GBPAUD.p,E18/TP6/Mbody2/Tsto4/Tste1/Recv
130324154,2026-02-19 16:15:00,0,4,1.0,0.0,0.0,0.0,0.0,EURCAD.p,E18/TP6/Mbody2/Tsto4/Tste1/Recv
130324167,2026-02-19 16:15:00,1,4,0.5,0.0,0.0,0.0,0.0,USOUSD.p,E18/TP6/Mbody2/Tsto4/Tste1/Recv
130333806,2026-02-19 16:30:00,0,4,0.1,0.0,0.0,0.0,0.0,XAGUSD.p,E18/TP6/Mbody2/Tsto4/Tste1/Recv
130334054,2026-02-19 16:30:00,0,4,0.5,0.0,66.185,0.0,0.0,USOUSD.p,[tp 66.185]
130339734,2026-02-19 16:33:57,1,4,1.0,0.0,1.9109699999999998,0.0,0.0,GBPAUD.p,[tp 1.91097]
130356662,2026-02-19 16:45:00,1,4,1.0,0.0,0.0,0.0,0.0,AUDJPY.p,E18/TP6/Mbody2/Tsto4/Tste1/Recv
130356668,2026-02-19 16:45:00,1,4,1.0,0.0,0.0,0.0,0.0,GBPJPY.p,E18/TP6/Mbody2/Tsto4/Tste1/Recv
130371413,2026-02-19 16:56:00,1,4,0.1,0.0,78.086,0.0,0.0,XAGUSD.p,[tp 78.086]
130374924,2026-02-19 17:00:00,1,4,0.5,0.0,0.0,0.0,0.0,USOUSD.p,E18/TP6/Mbody2/Tsto4/Tste1/Recv
130376159,2026-02-19 17:00:55,0,4,0.5,0.0,66.435,0.0,0.0,USOUSD.p,[tp 66.435]
130377702,2026-02-19 17:02:15,1,4,1.0,0.0,1.61121,0.0,0.0,EURCAD.p,[tp 1.61121]
130392952,2026-02-19 17:15:00,1,4,0.5,0.0,0.0,0.0,0.0,USOUSD.p,E18/TP6/Mbody2/Tsto4/Tste1/Recv
130392974,2026-02-19 17:15:00,0,4,1.0,0.0,0.0,0.0,0.0,EURCAD.p,E18/TP6/Mbody2/Tsto4/Tste1/Recv
130438543,2026-02-19 18:00:00,1,4,0.1,0.0,0.0,0.0,0.0,XAGUSD.p,E18/TP6/Mbody2/Tsto4/Tste1/Recv
130438916,2026-02-19 18:00:16,0,4,1.0,0.0,208.535,0.0,0.0,GBPJPY.p,[tp 208.535]
130439452,2026-02-19 18:01:24,0,4,0.1,0.0,78.549,0.0,0.0,XAGUSD.p,[tp 78.549]
130450353,2026-02-19 18:15:00,1,4,0.1,0.0,0.0,0.0,0.0,XAGUSD.p,E18/TP6/Mbody2/Tsto4/Tste1/Recv
130454991,2026-02-19 18:20:47,0,4,0.1,0.0,78.183,0.0,0.0,XAGUSD.p,[tp 78.183]
130462886,2026-02-19 18:30:00,0,4,1.0,0.0,0.0,0.0,0.0,GBPAUD.p,E18/TP6/Mbody2/Tsto4/Tste1/Recv
130490950,2026-02-19 18:59:40,1,4,1.0,0.0,1.90743,0.0,0.0,GBPAUD.p,[tp 1.90743]
130491193,2026-02-19 19:00:00,0,4,1.0,0.0,0.0,0.0,0.0,GBPAUD.p,E18/TP6/Mbody2/Tsto4/Tste1/Recv
130498137,2026-02-19 19:09:58,1,4,1.0,0.0,1.9080599999999999,0.0,0.0,GBPAUD.p,[tp 1.90806]
